Hour,Messages
2010-06-27T16,3
2010-06-27T19,3
2010-06-27T20,3
2010-06-28T00,3
2010-06-28T04,6
2010-06-28T05,3
2010-06-28T06,3
2010-06-28T16,3
2010-06-28T22,3
2010-06-29T02,3
2010-06-29T03,3
2010-06-29T15,3
2010-06-29T18,3
2010-06-30T00,3
2010-06-30T01,6
2010-06-30T02,6
2010-06-30T07,5
2010-06-30T10,3
2010-06-30T11,3
2010-06-30T12,3
2010-06-30T18,3
2010-06-30T20,3
2010-06-30T22,3
2010-06-30T23,3
2010-07-01T01,3
2010-07-01T07,2
2010-07-01T12,3
2010-07-01T16,3
2010-07-01T20,3
2010-07-02T00,6
2010-07-02T02,6
2010-07-02T05,3
2010-07-02T07,3
2010-07-02T09,3
2010-07-02T11,3
2010-07-02T14,3
2010-07-02T19,3
2010-07-02T21,3
2010-07-02T22,3
2010-07-02T23,3
2010-07-03T00,4
2010-07-03T02,2
2010-07-03T06,3
2010-07-03T11,3
2010-07-03T14,3
2010-07-03T23,3
2010-07-04T06,3
2010-07-04T12,3
2010-07-04T13,3
2010-07-04T18,3
2010-07-04T19,3
2010-07-04T21,9
2010-07-04T22,6
2010-07-04T23,3
2010-07-05T00,3
2010-07-05T02,3
2010-07-05T05,3
2010-07-05T10,3
2010-07-05T15,3
2010-07-05T21,3
2010-07-06T06,3
2010-07-06T10,3
2010-07-06T14,3
2010-07-07T03,3
2010-07-07T07,3
2010-07-07T08,3
2010-07-07T09,3
2010-07-07T10,3
2010-07-07T17,3
2010-07-07T22,6
2010-07-08T05,3
2010-07-08T06,3
2010-07-08T12,3
2010-07-08T13,3
2010-07-08T22,3
2010-07-09T03,3
2010-07-09T06,3
2010-07-09T07,3
2010-07-09T11,3
2010-07-09T13,3
2010-07-09T19,3
2010-07-09T20,3
2010-07-09T21,3
2010-07-10T00,3
2010-07-10T01,3
2010-07-10T06,3
2010-07-10T16,1
2010-07-10T20,3
2010-07-10T21,3
2010-07-10T22,3
2010-07-11T03,3
2010-07-11T04,6
2010-07-11T05,3
2010-07-11T09,3
2010-07-11T13,6
2010-07-11T17,3
2010-07-11T20,3
2010-07-11T22,3
2010-07-11T23,6
2010-07-12T05,3
2010-07-12T06,3
2010-07-12T08,3
2010-07-12T17,1
2010-07-12T19,3
2010-07-13T00,3
2010-07-13T01,3
2010-07-13T06,3
2010-07-13T07,3
2010-07-13T13,3
2010-07-13T18,2
2010-07-13T20,3
2010-07-13T21,3
2010-07-13T23,2
2010-07-14T00,4
2010-07-14T01,3
2010-07-14T08,3
2010-07-14T17,3
2010-07-14T19,6
2010-07-14T21,3
2010-07-14T23,3
2010-07-15T00,3
2010-07-15T02,3
2010-07-15T03,3
2010-07-15T16,3
2010-07-15T19,2
2010-07-15T20,3
2010-07-16T04,3
2010-07-16T07,3
2010-07-16T08,3
2010-07-16T14,3
2010-07-16T20,3
2010-07-16T22,3
2010-07-17T00,3
2010-07-17T03,1
2010-07-17T05,3
2010-07-17T07,3
2010-07-17T08,3
2010-07-17T10,3
2010-07-17T13,22
2010-07-17T20,3
2010-07-17T22,3
2010-07-17T23,3
2010-07-18T00,3
2010-07-18T01,1
2010-07-18T04,3
2010-07-18T09,3
2010-07-18T15,3
2010-07-18T22,3
2010-07-18T23,3
2010-07-19T00,24
2010-07-19T04,3
2010-07-19T05,3
2010-07-19T08,3
2010-07-19T13,8
2010-07-19T14,16
2010-07-19T18,3
2010-07-19T20,3
2010-07-19T22,1
2010-07-19T23,8
2010-07-20T09,3
2010-07-20T10,3
2010-07-20T13,3
2010-07-20T14,3
2010-07-20T18,3
2010-07-20T23,3
2010-07-21T00,3
2010-07-21T05,3
2010-07-21T06,10
2010-07-21T12,3
2010-07-21T14,3
2010-07-21T21,3
2010-07-22T02,6
2010-07-22T03,3
2010-07-22T08,3
2010-07-22T12,3
2010-07-22T18,3
2010-07-22T20,6
2010-07-23T00,3
2010-07-23T02,3
2010-07-23T03,2
2010-07-23T05,3
2010-07-23T12,3
2010-07-23T17,6
2010-07-23T19,3
2010-07-23T21,1
2010-07-23T22,5
2010-07-24T00,9
2010-07-24T01,3
2010-07-24T02,27
2010-07-24T08,3
2010-07-24T17,1
2010-07-24T18,2
2010-07-24T23,9
2010-07-25T01,3
2010-07-25T03,3
2010-07-25T07,3
2010-07-25T11,3
2010-07-25T12,3
2010-07-25T18,3
2010-07-25T19,1
2010-07-25T21,3
2010-07-25T22,3
2010-07-25T23,3
2010-07-26T00,3
2010-07-26T02,3
2010-07-26T12,3
2010-07-26T20,3
2010-07-26T22,6
2010-07-26T23,6
2010-07-27T00,3
2010-07-27T03,3
2010-07-27T06,3
2010-07-27T09,1
2010-07-27T10,2
2010-07-27T15,3
2010-07-27T23,3
2010-07-28T00,6
2010-07-28T02,2
2010-07-28T03,3
2010-07-28T08,3
2010-07-28T10,3
2010-07-28T17,3
2010-07-28T23,6
2010-07-29T00,3
2010-07-29T01,2
2010-07-29T03,1
2010-07-29T04,2
2010-07-29T05,6
2010-07-29T06,3
2010-07-29T11,3
2010-07-29T12,3
2010-07-29T14,3
2010-07-29T21,3
2010-07-29T23,3
2010-07-30T00,3
2010-07-30T02,6
2010-07-30T03,3
2010-07-30T08,2
2010-07-30T15,3
2010-07-31T04,3
2010-07-31T10,3
2010-07-31T16,3
2010-07-31T17,3
2010-07-31T20,3
2010-07-31T21,3
2010-07-31T23,12
2010-08-01T05,3
2010-08-01T10,3
2010-08-01T13,3
2010-08-01T17,3
2010-08-01T20,3
2010-08-01T21,3
2010-08-02T00,3
2010-08-02T01,3
2010-08-02T02,3
2010-08-02T03,3
2010-08-02T05,3
2010-08-02T07,3
2010-08-02T08,3
2010-08-02T11,3
2010-08-02T13,2
2010-08-02T14,1
2010-08-02T15,3
2010-08-03T01,3
2010-08-03T02,3
2010-08-03T06,3
2010-08-03T15,3
2010-08-03T22,3
2010-08-04T04,3
2010-08-04T06,3
2010-08-04T08,3
2010-08-04T21,6
2010-08-04T23,3
2010-08-05T00,3
2010-08-05T05,3
2010-08-05T11,3
2010-08-05T12,3
2010-08-05T22,6
2010-08-06T00,2
2010-08-06T01,3
2010-08-06T13,3
2010-08-06T18,2
2010-08-06T19,4
2010-08-07T03,3
2010-08-07T04,3
2010-08-07T07,3
2010-08-07T09,3
2010-08-07T12,3
2010-08-07T13,3
2010-08-07T18,3
2010-08-08T02,3
2010-08-08T03,3
2010-08-08T09,3
2010-08-08T12,3
2010-08-08T18,3
2010-08-09T01,6
2010-08-09T03,3
2010-08-09T17,3
2010-08-09T18,3
2010-08-09T20,3
2010-08-09T22,27
2010-08-09T23,3
2010-08-10T04,3
2010-08-10T05,1
2010-08-10T08,3
2010-08-10T09,1
2010-08-10T11,3
2010-08-10T15,3
2010-08-10T16,3
2010-08-10T20,3
2010-08-11T01,3
2010-08-11T03,9
2010-08-11T04,33
2010-08-11T07,3
2010-08-11T11,4
2010-08-11T12,5
2010-08-11T18,3
2010-08-11T19,3
2010-08-11T22,3
2010-08-11T23,3
2010-08-12T00,3
2010-08-12T01,2
2010-08-12T02,3
2010-08-12T03,3
2010-08-12T08,3
2010-08-12T10,3
2010-08-12T15,3
2010-08-12T16,3
2010-08-12T18,3
2010-08-12T19,3
2010-08-13T01,3
2010-08-13T04,3
2010-08-13T10,3
2010-08-13T11,3
2010-08-13T13,3
2010-08-13T16,3
2010-08-13T17,3
2010-08-13T18,3
2010-08-13T19,3
2010-08-13T20,3
2010-08-13T21,3
2010-08-14T00,2
2010-08-14T01,4
2010-08-14T02,6
2010-08-14T08,3
2010-08-14T20,1
2010-08-14T21,8
2010-08-15T04,3
2010-08-15T08,3
2010-08-15T15,3
2010-08-15T18,3
2010-08-15T19,3
2010-08-16T00,3
2010-08-16T02,3
2010-08-16T06,3
2010-08-16T08,3
2010-08-16T10,3
2010-08-16T16,3
2010-08-16T17,3
2010-08-17T01,1
2010-08-17T02,2
2010-08-17T03,2
2010-08-17T04,6
2010-08-17T05,1
2010-08-17T06,3
2010-08-17T07,3
2010-08-17T08,6
2010-08-17T09,3
2010-08-17T12,3
2010-08-17T14,3
2010-08-17T19,4
2010-08-17T20,2
2010-08-17T21,3
2010-08-18T01,5
2010-08-18T03,3
2010-08-18T04,6
2010-08-18T13,3
2010-08-19T02,3
2010-08-19T06,2
2010-08-19T07,4
2010-08-19T08,3
2010-08-19T12,3
2010-08-19T14,6
2010-08-19T15,3
2010-08-19T16,3
2010-08-19T18,6
2010-08-19T20,3
2010-08-20T00,2
2010-08-20T16,3
2010-08-20T19,3
2010-08-20T23,3
2010-08-21T00,3
2010-08-21T01,3
2010-08-21T03,3
2010-08-21T04,3
2010-08-21T16,3
2010-08-21T21,3
2010-08-22T00,3
2010-08-22T01,3
2010-08-22T06,3
2010-08-22T17,3
2010-08-22T21,1
2010-08-22T22,3
2010-08-22T23,2
2010-08-23T00,3
2010-08-23T07,6
2010-08-23T08,4
2010-08-23T09,5
2010-08-24T00,2
2010-08-24T01,1
2010-08-24T08,3
2010-08-24T14,3
2010-08-24T15,3
2010-08-24T19,26
2010-08-24T20,3
2010-08-24T22,3
2010-08-25T06,3
2010-08-25T12,3
2010-08-25T17,3
2010-08-25T19,2
2010-08-25T20,1
2010-08-26T00,3
2010-08-26T02,3
2010-08-26T05,6
2010-08-26T12,3
2010-08-26T15,3
2010-08-26T19,1
2010-08-26T20,1
2010-08-27T02,3
2010-08-27T05,6
2010-08-27T07,3
2010-08-27T10,3
2010-08-27T11,33
2010-08-28T01,3
2010-08-28T05,4
2010-08-28T06,8
2010-08-28T07,3
2010-08-28T08,3
2010-08-28T11,2
2010-08-28T12,1
2010-08-28T13,5
2010-08-29T00,3
2010-08-29T02,3
2010-08-29T04,1
2010-08-29T06,3
2010-08-29T09,3
2010-08-29T12,3
2010-08-29T14,3
2010-08-29T21,3
2010-08-30T03,3
2010-08-30T04,3
2010-08-30T08,5
2010-08-30T13,6
2010-08-30T15,6
2010-08-31T03,1
2010-08-31T04,3
2010-08-31T07,3
2010-08-31T10,3
2010-08-31T21,3
2010-09-01T02,6
2010-09-01T08,3
2010-09-01T09,4
2010-09-01T10,2
2010-09-01T12,3
2010-09-01T16,3
2010-09-01T18,6
2010-09-01T19,3
2010-09-01T21,3
2010-09-01T23,24
2010-09-02T08,1
2010-09-02T09,2
2010-09-02T11,6
2010-09-02T14,3
2010-09-02T19,3
2010-09-02T20,3
2010-09-02T21,6
2010-09-02T22,3
2010-09-03T01,3
2010-09-03T02,3
2010-09-03T03,3
2010-09-03T07,3
2010-09-03T09,3
2010-09-03T18,16
2010-09-04T03,3
2010-09-04T07,3
2010-09-04T11,3
2010-09-04T15,3
2010-09-04T18,3
2010-09-04T21,3
2010-09-04T23,1
2010-09-05T01,3
2010-09-05T04,3
2010-09-05T07,6
2010-09-05T10,3
2010-09-05T13,3
2010-09-05T15,3
2010-09-05T16,3
2010-09-05T19,3
2010-09-05T21,3
2010-09-06T00,3
2010-09-06T04,3
2010-09-06T07,3
2010-09-06T08,3
2010-09-06T10,3
2010-09-06T11,3
2010-09-06T15,3
2010-09-07T02,2
2010-09-07T03,1
2010-09-07T07,3
2010-09-07T09,9
2010-09-07T14,3
2010-09-07T15,3
2010-09-07T17,2
2010-09-07T19,3
2010-09-07T21,3
2010-09-08T00,2
2010-09-08T16,2
2010-09-08T17,1
2010-09-08T20,1
2010-09-08T21,1
2010-09-08T22,1
2010-09-09T01,3
2010-09-09T06,3
2010-09-09T11,3
2010-09-09T14,3
2010-09-09T15,3
2010-09-09T17,3
2010-09-09T19,3
2010-09-10T00,3
2010-09-10T04,3
2010-09-10T09,3
2010-09-10T12,3
2010-09-10T21,3
2010-09-10T23,3
2010-09-11T00,2
2010-09-11T05,2
2010-09-11T06,1
2010-09-11T15,3
2010-09-11T17,3
2010-09-11T19,3
2010-09-11T20,6
2010-09-12T02,3
2010-09-12T03,3
2010-09-12T04,3
2010-09-12T09,3
2010-09-12T18,3
2010-09-12T19,3
2010-09-12T20,3
2010-09-12T22,3
2010-09-12T23,6
2010-09-13T00,3
2010-09-13T01,6
2010-09-13T06,3
2010-09-13T13,3
2010-09-13T18,3
2010-09-14T00,3
2010-09-14T06,3
2010-09-14T07,3
2010-09-14T08,9
2010-09-14T11,3
2010-09-14T20,2
2010-09-14T21,3
2010-09-14T22,1
2010-09-15T00,3
2010-09-15T08,3
2010-09-15T17,3
2010-09-15T19,3
2010-09-15T21,3
2010-09-15T23,3
2010-09-16T04,3
2010-09-16T08,3
2010-09-16T14,3
2010-09-17T03,6
2010-09-17T08,6
2010-09-17T17,3
2010-09-18T05,3
2010-09-18T09,6
2010-09-18T10,3
2010-09-19T05,3
2010-09-19T09,3
2010-09-19T15,3
2010-09-19T17,3
2010-09-19T18,2
2010-09-20T03,3
2010-09-20T05,6
2010-09-20T08,3
2010-09-20T13,3
2010-09-20T15,5
2010-09-20T16,1
2010-09-20T17,6
2010-09-20T21,3
2010-09-20T22,3
2010-09-21T07,6
2010-09-21T12,3
2010-09-21T15,3
2010-09-21T17,3
2010-09-22T00,3
2010-09-22T19,5
2010-09-22T21,3
2010-09-23T05,3
2010-09-23T16,6
2010-09-23T18,4
2010-09-23T20,3
2010-09-23T21,3
2010-09-23T22,3
2010-09-24T01,3
2010-09-24T04,6
2010-09-24T07,3
2010-09-24T09,3
2010-09-24T10,3
2010-09-24T12,3
2010-09-24T15,3
2010-09-24T17,3
2010-09-24T21,6
2010-09-24T22,6
2010-09-25T00,5
2010-09-25T03,3
2010-09-25T07,3
2010-09-25T14,3
2010-09-25T18,1
2010-09-25T20,3
2010-09-25T23,3
2010-09-26T04,6
2010-09-26T07,3
2010-09-26T20,3
2010-09-26T21,6
2010-09-26T22,3
2010-09-26T23,3
2010-09-27T01,7
2010-09-27T02,3
2010-09-27T04,27
2010-09-27T15,2
2010-09-27T17,3
2010-09-27T21,3
2010-09-27T23,3
2010-09-28T03,3
2010-09-28T04,3
2010-09-28T06,6
2010-09-28T19,6
2010-09-28T22,3
2010-09-28T23,3
2010-09-29T06,3
2010-09-29T15,3
2010-09-29T21,3
2010-09-29T22,3
2010-09-29T23,3
2010-09-30T14,1
2010-09-30T15,2
2010-09-30T17,3
2010-10-01T22,2
2010-10-01T23,4
2010-10-02T04,3
2010-10-02T05,3
2010-10-02T08,3
2010-10-02T10,3
2010-10-02T11,3
2010-10-02T15,6
2010-10-02T21,3
2010-10-03T02,3
2010-10-03T04,3
2010-10-03T05,3
2010-10-03T07,3
2010-10-03T17,3
2010-10-03T19,1
2010-10-03T20,2
2010-10-03T22,3
2010-10-03T23,3
2010-10-04T01,6
2010-10-04T05,3
2010-10-04T08,3
2010-10-04T10,3
2010-10-04T11,3
2010-10-04T14,2
2010-10-04T15,1
2010-10-04T16,3
2010-10-04T18,4
2010-10-04T22,6
2010-10-04T23,3
2010-10-05T02,3
2010-10-05T11,3
2010-10-05T13,3
2010-10-05T14,3
2010-10-05T18,3
2010-10-05T20,3
2010-10-05T22,3
2010-10-05T23,3
2010-10-06T04,3
2010-10-06T06,3
2010-10-06T13,3
2010-10-06T15,3
2010-10-06T16,3
2010-10-06T19,3
2010-10-06T20,3
2010-10-07T05,3
2010-10-07T06,3
2010-10-07T16,3
2010-10-07T19,3
2010-10-08T00,6
2010-10-08T01,3
2010-10-08T05,6
2010-10-08T10,3
2010-10-08T16,3
2010-10-08T17,3
2010-10-08T20,2
2010-10-08T21,9
2010-10-09T00,3
2010-10-09T03,5
2010-10-09T08,6
2010-10-09T09,3
2010-10-09T16,3
2010-10-09T18,5
2010-10-10T01,3
2010-10-10T03,3
2010-10-10T04,3
2010-10-10T05,7
2010-10-10T06,3
2010-10-10T08,3
2010-10-10T15,6
2010-10-10T17,41
2010-10-10T18,4
2010-10-10T19,3
2010-10-10T20,17
2010-10-10T21,3
2010-10-10T22,6
2010-10-11T00,5
2010-10-11T01,3
2010-10-11T03,3
2010-10-11T04,6
2010-10-11T05,9
2010-10-11T07,3
2010-10-11T08,6
2010-10-11T09,3
2010-10-11T13,6
2010-10-11T14,6
2010-10-11T20,3
2010-10-11T22,3
2010-10-12T01,3
2010-10-12T05,6
2010-10-12T07,3
2010-10-12T09,6
2010-10-12T10,3
2010-10-12T15,3
2010-10-12T17,3
2010-10-12T18,3
2010-10-12T21,3
2010-10-12T23,3
2010-10-13T01,3
2010-10-13T02,3
2010-10-13T03,6
2010-10-13T07,3
2010-10-13T09,6
2010-10-13T20,3
2010-10-13T21,3
2010-10-13T23,3
2010-10-14T00,3
2010-10-14T01,6
2010-10-14T02,3
2010-10-14T06,3
2010-10-14T17,3
2010-10-14T18,7
2010-10-14T19,3
2010-10-14T20,3
2010-10-14T21,3
2010-10-14T22,6
2010-10-15T02,3
2010-10-15T03,3
2010-10-15T04,3
2010-10-15T07,1
2010-10-15T08,2
2010-10-15T10,3
2010-10-15T15,3
2010-10-15T18,3
2010-10-15T19,6
2010-10-15T21,2
2010-10-15T22,4
2010-10-16T00,3
2010-10-16T01,3
2010-10-16T06,3
2010-10-16T13,6
2010-10-16T15,3
2010-10-16T16,3
2010-10-16T18,3
2010-10-16T20,3
2010-10-17T03,3
2010-10-17T04,3
2010-10-17T05,5
2010-10-17T06,1
2010-10-17T07,3
2010-10-17T10,3
2010-10-17T11,3
2010-10-17T13,3
2010-10-17T15,6
2010-10-17T20,3
2010-10-17T21,6
2010-10-17T22,3
2010-10-18T01,3
2010-10-18T04,6
2010-10-18T16,3
2010-10-18T17,1
2010-10-18T19,6
2010-10-18T20,3
2010-10-18T21,3
2010-10-18T23,3
2010-10-19T00,6
2010-10-19T01,3
2010-10-19T06,3
2010-10-19T08,3
2010-10-19T12,3
2010-10-19T13,3
2010-10-19T14,24
2010-10-19T16,3
2010-10-19T17,3
2010-10-19T18,5
2010-10-19T20,9
2010-10-19T21,4
2010-10-19T22,5
2010-10-20T01,3
2010-10-20T02,6
2010-10-20T05,1
2010-10-20T06,3
2010-10-20T07,2
2010-10-20T08,3
2010-10-20T09,3
2010-10-20T10,6
2010-10-20T16,3
2010-10-20T17,3
2010-10-20T20,3
2010-10-20T21,6
2010-10-21T01,3
2010-10-21T02,2
2010-10-21T03,1
2010-10-21T06,3
2010-10-21T12,3
2010-10-21T13,3
2010-10-22T03,3
2010-10-22T04,3
2010-10-22T07,3
2010-10-22T12,3
2010-10-22T13,3
2010-10-22T15,3
2010-10-22T20,3
2010-10-22T23,3
2010-10-23T04,3
2010-10-23T05,9
2010-10-23T07,3
2010-10-23T10,3
2010-10-23T14,2
2010-10-24T04,3
2010-10-24T05,6
2010-10-24T06,3
2010-10-24T08,6
2010-10-24T10,3
2010-10-24T12,3
2010-10-24T16,9
2010-10-24T18,1
2010-10-24T20,3
2010-10-24T22,5
2010-10-24T23,3
2010-10-25T02,3
2010-10-25T06,3
2010-10-25T10,3
2010-10-25T18,2
2010-10-25T20,3
2010-10-25T21,6
2010-10-26T00,3
2010-10-26T02,6
2010-10-26T04,6
2010-10-26T05,3
2010-10-26T11,3
2010-10-26T18,2
2010-10-26T21,3
2010-10-27T00,6
2010-10-27T04,2
2010-10-27T10,3
2010-10-27T11,2
2010-10-28T04,3
2010-10-28T11,3
2010-10-28T19,3
2010-10-28T22,3
2010-10-28T23,3
2010-10-29T06,3
2010-10-29T07,3
2010-10-29T08,3
2010-10-29T13,3
2010-10-29T21,3
2010-10-29T22,3
2010-10-30T03,3
2010-10-30T07,3
2010-10-30T09,3
2010-10-30T16,3
2010-10-30T19,3
2010-10-30T20,7
2010-10-30T21,20
2010-10-30T23,3
2010-10-31T01,3
2010-10-31T03,3
2010-10-31T04,3
2010-10-31T05,3
2010-11-01T00,6
2010-11-01T03,35
2010-11-01T04,4
2010-11-01T06,3
2010-11-01T11,3
2010-11-01T13,3
2010-11-01T14,6
2010-11-01T18,3
2010-11-01T20,3
2010-11-02T00,3
2010-11-02T01,3
2010-11-02T02,3
2010-11-02T09,3
2010-11-02T13,3
2010-11-02T16,9
2010-11-02T18,3
2010-11-02T21,3
2010-11-03T00,1
2010-11-03T04,6
2010-11-03T23,3
2010-11-04T00,3
2010-11-04T10,3
2010-11-04T12,3
2010-11-04T14,3
2010-11-04T21,3
2010-11-04T22,3
2010-11-05T04,2
2010-11-05T05,6
2010-11-05T14,3
2010-11-05T19,3
2010-11-06T09,3
2010-11-06T15,2
2010-11-06T17,1
2010-11-06T18,3
2010-11-06T20,1
2010-11-07T03,3
2010-11-07T04,3
2010-11-07T08,9
2010-11-07T11,3
2010-11-07T13,4
2010-11-07T17,3
2010-11-07T18,3
2010-11-07T19,3
2010-11-08T03,6
2010-11-08T10,3
2010-11-08T13,3
2010-11-08T14,3
2010-11-08T15,3
2010-11-08T20,3
2010-11-08T22,3
2010-11-09T04,3
2010-11-09T06,3
2010-11-09T09,3
2010-11-09T10,3
2010-11-09T11,3
2010-11-09T20,3
2010-11-10T04,3
2010-11-10T07,3
2010-11-10T18,27
2010-11-10T19,3
2010-11-10T22,3
2010-11-10T23,3
2010-11-11T00,6
2010-11-11T07,3
2010-11-11T13,6
2010-11-12T00,3
2010-11-12T03,6
2010-11-12T07,3
2010-11-12T08,3
2010-11-12T22,3
2010-11-13T08,3
2010-11-13T15,3
2010-11-13T16,3
2010-11-13T17,3
2010-11-13T18,4
2010-11-13T23,3
2010-11-14T02,3
2010-11-14T05,6
2010-11-15T02,3
2010-11-15T08,3
2010-11-15T10,3
2010-11-15T12,6
2010-11-15T13,6
2010-11-15T16,3
2010-11-15T18,3
2010-11-15T19,1
2010-11-15T21,3
2010-11-15T23,3
2010-11-16T00,3
2010-11-16T08,3
2010-11-16T09,3
2010-11-16T10,3
2010-11-16T18,3
2010-11-16T22,3
2010-11-17T01,3
2010-11-17T03,3
2010-11-17T04,5
2010-11-17T05,1
2010-11-17T08,3
2010-11-17T09,3
2010-11-17T10,3
2010-11-17T14,3
2010-11-17T19,5
2010-11-17T20,2
2010-11-17T21,3
2010-11-17T22,2
2010-11-18T06,3
2010-11-18T15,3
2010-11-18T16,6
2010-11-18T19,3
2010-11-18T23,3
2010-11-19T01,6
2010-11-19T03,3
2010-11-19T19,3
2010-11-19T20,3
2010-11-19T23,3
2010-11-20T00,3
2010-11-20T11,6
2010-11-20T12,3
2010-11-20T13,3
2010-11-20T15,3
2010-11-20T16,3
2010-11-21T03,3
2010-11-21T07,3
2010-11-21T09,3
2010-11-21T10,3
2010-11-21T13,3
2010-11-21T14,3
2010-11-22T00,3
2010-11-22T01,3
2010-11-22T20,6
2010-11-22T21,3
2010-11-23T01,5
2010-11-23T08,3
2010-11-23T09,3
2010-11-23T10,3
2010-11-23T12,3
2010-11-23T14,3
2010-11-23T19,3
2010-11-24T03,3
2010-11-24T04,3
2010-11-24T08,3
2010-11-24T11,3
2010-11-24T18,3
2010-11-24T21,2
2010-11-24T23,3
2010-11-25T06,2
2010-11-25T07,3
2010-11-25T16,3
2010-11-25T17,6
2010-11-25T21,3
2010-11-26T01,3
2010-11-26T04,3
2010-11-26T05,3
2010-11-26T17,3
2010-11-26T21,3
2010-11-26T22,3
2010-11-27T06,3
2010-11-27T08,3
2010-11-27T19,3
2010-11-27T22,3
2010-11-27T23,3
2010-12-14T01,3
2010-12-14T03,3
2010-12-14T05,3
2010-12-14T06,6
2010-12-14T08,3
2010-12-14T10,3
2010-12-14T12,27
2010-12-14T16,3
2010-12-14T19,3
2010-12-15T05,3
2010-12-15T07,3
2010-12-15T09,3
2010-12-15T11,3
2010-12-15T15,3
2010-12-15T21,3
2010-12-16T00,3
2010-12-16T02,6
2010-12-16T03,6
2010-12-16T04,3
2010-12-16T08,3
2010-12-16T10,3
2010-12-16T19,6
2010-12-17T05,3
2010-12-17T06,2
2010-12-17T07,1
2010-12-17T09,6
2010-12-17T10,6
2010-12-17T21,3
2010-12-17T22,3
2010-12-17T23,5
2010-12-18T06,4
2010-12-18T13,3
2010-12-18T16,3
2010-12-18T18,2
2010-12-18T19,1
2010-12-18T20,3
2010-12-19T04,3
2010-12-19T07,10
2010-12-19T08,3
2010-12-19T12,3
2010-12-19T18,6
2010-12-19T22,6
2010-12-19T23,4
2010-12-20T02,3
2010-12-20T03,3
2010-12-20T04,3
2010-12-20T06,3
2010-12-20T08,3
2010-12-20T20,3
2010-12-20T21,6
2010-12-21T00,27
2010-12-21T02,3
2010-12-22T05,3
2010-12-22T21,3
2010-12-23T00,3
2010-12-23T02,1
2010-12-23T03,2
2010-12-23T05,1
2010-12-23T06,3
2010-12-23T10,5
2010-12-24T00,3
2010-12-24T10,3
2010-12-24T16,3
2010-12-24T17,3
2010-12-24T23,3
2010-12-25T03,3
2010-12-25T06,2
2010-12-25T07,1
2010-12-25T21,3
2010-12-26T01,3
2010-12-26T06,4
2010-12-26T09,3
2010-12-26T11,6
2010-12-26T22,2
2010-12-26T23,1
2010-12-27T03,3
2010-12-27T04,3
2010-12-27T10,3
2010-12-27T13,3
2010-12-27T15,3
2010-12-27T16,4
2010-12-27T17,2
2010-12-27T20,3
2010-12-28T02,6
2010-12-28T06,3
2010-12-28T07,3
2010-12-28T08,3
2010-12-28T11,3
2010-12-28T19,3
2010-12-28T20,3
2010-12-28T21,3
2010-12-28T22,3
2010-12-28T23,3
2010-12-29T01,3
2010-12-29T02,6
2010-12-29T06,3
2010-12-29T12,3
2010-12-29T13,3
2010-12-29T22,3
2010-12-29T23,3
2010-12-30T04,3
2010-12-30T08,3
2010-12-31T01,3
2010-12-31T04,1
2010-12-31T12,3
2010-12-31T23,3
2011-01-01T01,3
2011-01-01T05,3
2011-01-01T10,3
2011-01-01T12,3
2011-01-01T14,3
2011-01-01T19,2
2011-01-01T20,1
2011-01-01T23,3
2011-01-02T00,3
2011-01-02T03,3
2011-01-02T04,3
2011-01-02T05,3
2011-01-02T08,6
2011-01-02T09,3
2011-01-02T11,3
2011-01-02T12,3
2011-01-02T16,1
2011-01-02T17,2
2011-01-02T19,3
2011-01-03T00,3
2011-01-03T03,3
2011-01-03T06,3
2011-01-03T08,3
2011-01-03T18,3
2011-01-03T20,6
2011-01-04T04,7
2011-01-04T05,3
2011-01-04T15,3
2011-01-04T16,3
2011-01-04T18,3
2011-01-04T20,6
2011-01-04T22,6
2011-01-05T04,1
2011-01-05T05,5
2011-01-05T08,3
2011-01-05T10,3
2011-01-05T11,3
2011-01-05T16,3
2011-01-05T21,3
2011-01-05T22,3
2011-01-06T00,3
2011-01-06T04,3
2011-01-06T10,3
2011-01-06T14,3
2011-01-06T16,3
2011-01-06T23,3
2011-01-07T05,3
2011-01-07T09,3
2011-01-07T10,3
2011-01-07T14,12
2011-01-07T16,3
2011-01-07T19,1
2011-01-07T20,2
2011-01-07T22,5
2011-01-07T23,1
2011-01-08T00,24
2011-01-08T02,3
2011-01-08T04,6
2011-01-08T07,3
2011-01-08T08,3
2011-01-08T10,3
2011-01-08T14,3
2011-01-08T18,3
2011-01-08T23,3
2011-01-09T02,3
2011-01-09T04,3
2011-01-09T05,3
2011-01-09T06,1
2011-01-09T07,2
2011-01-09T16,3
2011-01-10T02,6
2011-01-10T06,3
2011-01-11T01,3
2011-01-11T08,3
2011-01-11T12,3
2011-01-11T19,3
2011-01-11T20,3
2011-01-12T00,6
2011-01-12T04,3
2011-01-12T05,3
2011-01-12T08,3
2011-01-12T11,3
2011-01-12T23,6
2011-01-13T02,3
2011-01-13T05,3
2011-01-13T07,5
2011-01-13T08,3
2011-01-13T10,3
2011-01-13T11,3
2011-01-13T12,3
2011-01-13T16,6
2011-01-13T21,5
2011-01-14T01,3
2011-01-14T04,3
2011-01-14T12,3
2011-01-14T14,3
2011-01-14T15,3
2011-01-14T19,3
2011-01-14T21,3
2011-01-14T22,3
2011-01-15T02,3
2011-01-15T06,5
2011-01-15T09,3
2011-01-15T10,3
2011-01-15T11,3
2011-01-15T13,3
